doi,url,status,venue,year
10.1016/j.biopha.2018.09.067,,CLOSED,Biomedicine & pharmacotherapy = Biomedecine & pharmacotherapie,2018
10.1080/15476286.2019.1652522,https://www.tandfonline.com/doi/pdf/10.1080/15476286.2019.1652522?needAccess=true,HYBRID,RNA Biology,2019
10.4103/2277-9175.102983,,CLOSED,Advanced Biomedical Research,2012
10.2174/1381612822666160216152008,,CLOSED,Current pharmaceutical design,2016
10.4161/gmic.29573,https://www.tandfonline.com/doi/pdf/10.4161/gmic.29573?needAccess=true,BRONZE,Gut microbes,2014
10.1007/s11695-007-9374-x,,CLOSED,Obesity Surgery,2008
10.1016/j.radonc.2017.07.031,http://www.thegreenjournal.com/article/S0167814017325070/pdf,HYBRID,Radiotherapy and Oncology,2017
10.1245/s10434-014-3532-x,,CLOSED,Annals of Surgical Oncology,2014
10.1111/jan.13377,,CLOSED,Journal of Advanced Nursing,2017
10.1016/j.arth.2020.06.072,,CLOSED,Journal of Arthroplasty,2020
10.1002/jia2.25586,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/jia2.25586,GOLD,Journal of the International AIDS Society,2020
10.1016/S0001-4079(19)31584-5,,CLOSED,Bulletin de l'Académie Nationale de Médecine,2013
10.1177/201395251600700203,,CLOSED,,2016
10.1109/COMPSAC.2017.281,,CLOSED,Annual International Computer Software and Applications Conference,2017
10.3390/sports7050106,https://www.mdpi.com/2075-4663/7/5/106/pdf?version=1557297600,GOLD,Sports,2019
10.1145/1389586.1389679,,CLOSED,Petra,2008
10.21437/SLTU.2018-20,,CLOSED,Workshop on Spoken Language Technologies for Under-resourced Languages,2018
10.2478/v10229-011-0004-6,https://sciendo.com/pdf/10.2478/v10229-011-0004-6,HYBRID,Journal of Artificial General Intelligence,2009
10.3991/IJOE.V12I04.5005,http://online-journals.org/index.php/i-joe/article/download/5005/3906,GOLD,International Journal of Online Engineering (iJOE),2016
10.1109/DEXA.2009.10,http://www.ksi.mff.cuni.cz/~holubova/doc/DEXA2009.pdf,GREEN,2009 20th International Workshop on Database and Expert Systems Application,2009
10.1109/TASE.2012.10,https://eprints.qut.edu.au/51491/1/WeiLiTASE2012CameraReadyCopy.pdf,GREEN,2012 Sixth International Symposium on Theoretical Aspects of Software Engineering,2012
10.1109/LSP.2020.2973798,https://scholar.sun.ac.za:443/bitstream/10019.1/107936/2/last_unsupervised_2020.pdf,GREEN,IEEE Signal Processing Letters,2020
10.1007/s10994-021-06040-4,https://link.springer.com/content/pdf/10.1007/s10994-021-06040-4.pdf,BRONZE,Machine-mediated learning,2020
10.1016/j.envpol.2008.09.015,,CLOSED,Environmental Pollution,2009
10.1016/j.vetmic.2010.11.019,,CLOSED,Veterinary Microbiology,2011
10.3390/molecules18089717,https://www.mdpi.com/1420-3049/18/8/9717/pdf?version=1403114999,GOLD,Molecules,2013
10.1515/bc.2010.092,https://www.research-collection.ethz.ch/bitstream/20.500.11850/21658/2/bc.2010.092.pdf,GREEN,Biological chemistry,2010
10.1016/j.chom.2014.09.021,http://www.cell.com/article/S1931312814003540/pdf,BRONZE,Cell Host and Microbe,2014
10.3892/ijo.2016.3511,https://www.spandidos-publications.com/10.3892/ijo.2016.3511/download,BRONZE,International Journal of Oncology,2016
10.1371/journal.pone.0082082,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0082082&type=printable,GOLD,PLoS ONE,2013
10.1111/cyt.12451,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/cyt.12451,HYBRID,Cytopathology,2017
10.1177/0300060520946169,,CLOSED,Journal of International Medical Research,2020
10.1096/fj.13-239277,,CLOSED,The FASEB Journal,2014
10.1016/j.expneurol.2020.113254,,CLOSED,Experimental Neurology,2020
10.1109/GHTC.2016.7857279,,CLOSED,IEEE Global Humanitarian Technology Conference,2016
10.1007/s10620-014-3415-9,,CLOSED,Digestive Diseases and Sciences,2015
10.21873/invivo.11936,https://iv.iiarjournals.org/content/invivo/34/3/1499.full.pdf,GOLD,In Vivo,2020
10.1097/MD.0000000000014665,,CLOSED,Medicine,2019
10.1097/MD.0b013e3181df67d5,,CLOSED,Medicine,2010
10.1177/1553350610371335,,CLOSED,Surgical Innovation,2010
10.1016/j.ahj.2015.06.027,,CLOSED,American Heart Journal,2015
10.1159/000501191,,CLOSED,Annals of Nutrition and Metabolism,2019
10.1007/s11606-008-0724-8,https://europepmc.org/articles/pmc2533362?pdf=render,GREEN,Journal of general internal medicine,2008
10.3855/JIDC.556,,CLOSED,Journal of Infection in Developing Countries,2009
10.15171/ijhpm.2014.28,https://www.ijhpm.com/article_2826_bcee56e040b5c86e73939a85cc3f36bc.pdf,GOLD,International Journal of Health Policy and Management,2014
10.1016/j.ijrobp.2016.01.020,,CLOSED,"International Journal of Radiation Oncology, Biology, Physics",2016
10.1016/j.ejogrb.2018.08.014,,CLOSED,"European Journal of Obstetrics, Gynecology, and Reproductive Biology",2018
10.1080/00224499.2016.1217500,https://europepmc.org/articles/pmc5526205?pdf=render,GREEN,Journal of Sex Research,2017
10.1093/pubmed/fdv142,https://academic.oup.com/jpubhealth/article-pdf/38/4/771/17719615/fdv142.pdf,BRONZE,Journal of public health,2015
10.1016/j.saa.2014.08.124,,CLOSED,Spectrochimica Acta Part A - Molecular and Biomolecular Spectroscopy,2015
10.1007/s00426-020-01425-x,,CLOSED,Psychological Research,2020
10.1016/j.compedu.2012.09.007,,CLOSED,Comput. Educ.,2013
10.1007/978-3-030-02922-7_25,,CLOSED,WISE,2018
10.1145/2684822.2697038,https://link.springer.com/content/pdf/bfm:978-3-031-02301-9/1?pdf=chapter%20toc,GREEN,Synthesis Lectures on Information Concepts Retrieval and Services,2015
10.1109/ICASSP.2015.7179114,,CLOSED,"IEEE International Conference on Acoustics, Speech, and Signal Processing",2015
10.1364/ao.383357,,CLOSED,Applied Optics,2020
10.3390/rs10101623,https://www.mdpi.com/2072-4292/10/10/1623/pdf?version=1539336738,GOLD,Remote Sensing,2018
10.1038/s41598-020-67534-0,https://www.nature.com/articles/s41598-020-67534-0.pdf,GOLD,Scientific Reports,2020
10.1007/s11655-014-1854-y,,CLOSED,Chinese Journal of Integrative Medicine,2015
10.1094/PDIS-05-18-0911-RE,https://apsjournals.apsnet.org/doi/pdf/10.1094/PDIS-05-18-0911-RE,HYBRID,Plant Disease,2019
10.1186/1471-2164-13-14,https://bmcgenomics.biomedcentral.com/counter/pdf/10.1186/1471-2164-13-14,GOLD,BMC Genomics,2012
10.1186/1297-9716-44-37,https://veterinaryresearch.biomedcentral.com/counter/pdf/10.1186/1297-9716-44-37,GOLD,Veterinary Research,2013
10.1172/JCI45976,http://www.jci.org/articles/view/45976/files/pdf,BRONZE,Journal of Clinical Investigation,2011
10.3390/toxins5112138,https://www.mdpi.com/2072-6651/5/11/2138/pdf?version=1384259507,GOLD,Toxins,2013
10.1691/ph.2017.7439,,CLOSED,Pharmazie,2017
10.1021/la104479c,,CLOSED,Langmuir,2011
10.1016/j.nbd.2020.105189,,CLOSED,Neurobiology of Disease,2020
10.1007/s10827-015-0585-1,,CLOSED,Journal of Computational Neuroscience,2015
10.1007/s40264-018-0676-9,,CLOSED,Drug Safety,2018
10.1016/j.cgh.2016.12.029,http://www.cghjournal.org/article/S1542356517300034/pdf,HYBRID,Clinical Gastroenterology and Hepatology,2017
10.1016/j.jstrokecerebrovasdis.2012.08.006,http://www.strokejournal.org/article/S1052305712002698/pdf,BRONZE,Journal of Stroke & Cerebrovascular Diseases,2013
10.1002/hed.25976,,CLOSED,Head and Neck,2020
10.1002/lary.28903,https://europepmc.org/articles/pmc8131115?pdf=render,GREEN,The Laryngoscope,2020
10.1373/clinchem.2018.287318,https://academic.oup.com/clinchem/article-pdf/65/1/80/32638824/clinchem0080.pdf,BRONZE,Clinical Chemistry,2019
10.1186/2251-6581-12-53,https://link.springer.com/content/pdf/10.1007%2Fs40200-019-00440-z.pdf,HYBRID,Journal of Diabetes and Metabolic Disorders,2013
10.1016/j.amjms.2020.03.010,,CLOSED,American Journal of the Medical Sciences,2020
10.1016/j.jpag.2011.02.012,,CLOSED,Journal of Pediatric and Adolescent Gynecology,2012
10.1097/JXX.0000000000000482,,CLOSED,Journal of the American Association of Nurse Practitioners,2020
10.1111/j.1440-1584.2009.01058.x,,CLOSED,The Australian journal of rural health,2009
10.3389/fpsyg.2019.00524,https://www.frontiersin.org/articles/10.3389/fpsyg.2019.00524/pdf,GOLD,Frontiers in Psychology,2019
10.1016/j.jsxm.2018.10.013,,CLOSED,Journal of Sexual Medicine,2019
10.1016/j.jpsychires.2015.05.019,https://europepmc.org/articles/pmc4522043?pdf=render,GREEN,Journal of Psychiatric Research,2015
10.1111/j.1365-2753.2011.01781.x,,CLOSED,Journal of Evaluation In Clinical Practice,2013
10.1111/head.12778,,CLOSED,Headache,2016
10.1109/ROBOSOFT.2018.8404907,,CLOSED,International Conference on Soft Robotics,2018
10.1007/s00500-008-0293-0,,CLOSED,"Soft Computing - A Fusion of Foundations, Methodologies and Applications",2008
10.1007/978-3-319-63564-4_3,,CLOSED,APWeb/WAIM,2017
10.1007/978-3-319-66182-7_68,http://arxiv.org/pdf/1706.06258,GREEN,International Conference on Medical Image Computing and Computer-Assisted Intervention,2017
10.1109/ICIG.2011.157,,CLOSED,2011 Sixth International Conference on Image and Graphics,2011
10.1109/CIS.2015.105,,CLOSED,International Conference on Computational Intelligence and Security,2015
10.5220/0005632804630468,,CLOSED,"International Joint Conference on Knowledge Discovery, Knowledge Engineering and Knowledge Management",2015
10.1016/j.carbpol.2016.04.031,,CLOSED,Carbohydrate Polymers,2016
10.3109/03639045.2013.842580,,CLOSED,Drug Development and Industrial Pharmacy,2014
10.1098/rspb.2007.1472,https://europepmc.org/articles/pmc2596901?pdf=render,GREEN,Proceedings of the Royal Society B: Biological Sciences,2008
10.1016/j.gene.2018.06.105,,CLOSED,Gene,2018
10.1080/15384101.2017.1312234,https://www.tandfonline.com/doi/pdf/10.1080/15384101.2017.1312234?needAccess=true,BRONZE,Cell Cycle,2017
10.1016/j.funbio.2014.07.005,,CLOSED,Fungal Biology,2014
10.3767/003158508X332435,https://europepmc.org/articles/pmc2846126?pdf=render,GREEN,Persoonia,2008
10.1152/ajpregu.00396.2009,,CLOSED,American Journal of Physiology. Regulatory Integrative and Comparative Physiology,2009
10.1016/j.surg.2012.06.036,https://europepmc.org/articles/pmc3782099?pdf=render,GREEN,Surgery,2012
10.3389/fimmu.2017.00615,https://www.frontiersin.org/articles/10.3389/fimmu.2017.00615/pdf,GOLD,Frontiers in Immunology,2017
10.1007/s12185-011-0996-3,,CLOSED,International journal of hematology,2012
10.1016/j.biochi.2011.09.019,,CLOSED,Biochimie,2012
10.1016/j.antiviral.2012.09.001,,CLOSED,Antiviral Research,2012
10.1002/jmr.2638,,CLOSED,Journal of Molecular Recognition,2017
10.1038/ncomms6446,https://www.nature.com/articles/ncomms6446.pdf,BRONZE,Nature Communications,2014
10.1007/s00586-012-2403-z,https://europepmc.org/articles/pmc3481108?pdf=render,GREEN,European spine journal,2012
10.1007/s11596-018-1874-5,,CLOSED,Current Medical Science,2018
10.4111/kju.2014.55.2.91,https://europepmc.org/articles/pmc3935076?pdf=render,GREEN,Korean Journal of Urology,2014
10.7326/0003-4819-150-12-200906160-00006,http://annals.org/data/journals/aim/20198/0000605-201001190-00018.pdf,BRONZE,Annals of Internal Medicine,2009
10.3390/jcm9123842,https://www.mdpi.com/2077-0383/9/12/3842/pdf?version=1610114180,GOLD,Journal of Clinical Medicine,2020
10.1177/147323001204000245,,CLOSED,Journal of International Medical Research,2012
10.1097/BTH.0b013e31823cd218,,CLOSED,Techniques in Hand & Upper Extremity Surgery,2012
10.1177/0333102420960020,,CLOSED,Cephalalgia,2020
10.2147/JPR.S143342,https://www.dovepress.com/getfile.php?fileID=38355,GOLD,Journal of Pain Research,2017
10.1109/EMBC44109.2020.9175376,,CLOSED,Annual International Conference of the IEEE Engineering in Medicine and Biology Society,2020
10.1109/CCA.2009.5281120,,CLOSED,"2009 IEEE Control Applications, (CCA) & Intelligent Control, (ISIC)",2009
10.1145/2537052.2537054,,CLOSED,ACM DEV-4 '13,2013
10.1007/978-3-642-15582-6_5,https://hal.inria.fr/hal-00761644/file/SollyaExtendedAbstract.pdf,GREEN,International Congress on Mathematical Software,2010
10.1007/s11047-019-09754-6,,CLOSED,Natural Computing,2019
10.1109/ISBI.2019.8759548,,CLOSED,IEEE International Symposium on Biomedical Imaging,2019
10.1016/j.physleta.2014.02.015,http://arxiv.org/pdf/1310.8267,GREEN,arXiv.org,2013
10.1002/int.22051,,CLOSED,International Journal of Intelligent Systems,2018
10.1177/186810341303200205,,CLOSED,,2013
10.1080/10934520802060001,,CLOSED,Journal of Environmental Science and Health. Part A: Toxic/Hazardous Substances and Environmental Engineering,2008
10.1109/LGRS.2010.2085417,,CLOSED,IEEE Geoscience and Remote Sensing Letters,2011
10.1109/IGARSS.2017.8128330,,CLOSED,IEEE International Geoscience and Remote Sensing Symposium,2017
10.1007/s00253-019-09673-7,https://link.springer.com/content/pdf/10.1007/s00253-019-09673-7.pdf,BRONZE,Applied Microbiology and Biotechnology,2019
10.5455/javar.2020.g442,,CLOSED,Journal of Advanced Veterinary and Animal Research,2020
10.1007/s00128-020-03019-0,,CLOSED,Bulletin of Environmental Contamination and Toxicology,2020
10.1016/j.cell.2016.04.016,http://www.cell.com/article/S009286741630407X/pdf,BRONZE,Cell,2016
10.1371/journal.ppat.1006036,,CLOSED,PLoS Pathogens,2016
10.1007/s11230-013-9431-x,,CLOSED,Systematic Parasitology,2013
10.1016/j.yexcr.2008.05.015,,CLOSED,Experimental Cell Research,2008
10.3390/ijms18010012,https://www.mdpi.com/1422-0067/18/1/12/pdf,GOLD,International Journal of Molecular Sciences,2016
10.11646/zootaxa.4671.3.7,https://www.biotaxa.org/Zootaxa/article/download/zootaxa.4671.3.7/52629,BRONZE,Zootaxa,2019
10.1016/j.neuroscience.2013.01.050,,CLOSED,Neuroscience,2013
10.1017/S0007114509993758,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/1CF20484C9DA0DF9EBEF5C660CA23484/S0007114509993758a.pdf/div-class-title-protection-by-dietary-span-class-italic-spirulina-platensis-span-against-span-class-sc-d-span-galactosamine-and-acetaminophen-induced-liver-injuries-div.pdf,BRONZE,British Journal of Nutrition,2010
10.3390/vaccines8010116,https://www.mdpi.com/2076-393X/8/1/116/pdf?version=1583153120,GOLD,Vaccines,2020
10.7534/j.issn.1009-2137.2013.06.028,,CLOSED,Zhongguo shi yan xue ye xue za zhi,2013
10.2174/1386207323999201103221952,,CLOSED,Combinatorial chemistry & high throughput screening,2020
10.1016/j.seizure.2015.03.020,http://www.seizure-journal.com/article/S1059131115001065/pdf,BRONZE,Seizure,2015
10.1007/s00467-019-04343-2,,CLOSED,"Pediatric nephrology (Berlin, West)",2019
10.1080/10799893.2018.1468781,,CLOSED,Journal of Receptor and Signal Transduction Research,2018
10.1111/andr.12503,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/andr.12503,BRONZE,Andrology,2018
10.3109/0284186X.2013.813073,https://www.tandfonline.com/doi/pdf/10.3109/0284186X.2013.813073?needAccess=true,BRONZE,Acta oncologica,2013
10.4187/respcare.01640,http://rc.rcjournal.com/content/respcare/57/1/165.full.pdf,BRONZE,Respiratory care,2012
10.1111/clr.13367,,CLOSED,Clinical Oral Implants Research,2018
10.1177/0300060518762681,,CLOSED,Journal of International Medical Research,2018
10.5606/kbbihtisas.2014.00018,,CLOSED,"Kulak burun bogaz ihtisas dergisi : KBB = Journal of ear, nose, and throat",2014
10.1016/j.bmcl.2016.05.093,,CLOSED,Bioorganic & Medicinal Chemistry Letters,2016
10.1002/rcm.7676,,CLOSED,Rapid Communications in Mass Spectrometry,2016
10.1107/S1600536814009738,http://journals.iucr.org/e/issues/2014/06/00/hg5393/hg5393.pdf,GOLD,Acta Crystallographica Section E,2014
10.1038/ijos.2013.42,https://www.nature.com/articles/ijos201342.pdf,GOLD,International Journal of Oral Science,2013
10.1017/S0033291708002869,https://repository.ubn.ru.nl/bitstream/handle/2066/70924/1/70924.pdf,GREEN,Psychological Medicine,2008
10.1109/TIM.2013.2258768,,CLOSED,IEEE Transactions on Instrumentation and Measurement,2013
10.18653/v1/W16-0508,https://www.aclweb.org/anthology/W16-0508.pdf,HYBRID,BEA@NAACL-HLT,2016
10.1109/SPAWC.2012.6292917,,CLOSED,International Workshop on Signal Processing Advances in Wireless Communications,2012
10.1007/978-3-319-32034-2_30,,CLOSED,Hybrid Artificial Intelligence Systems,2016
10.1177/1550147718802259,https://journals.sagepub.com/doi/pdf/10.1177/1550147718802259,GOLD,Int. J. Distributed Sens. Networks,2018
10.1109/ICDE.2013.6544908,,CLOSED,IEEE International Conference on Data Engineering,2013
10.3390/ma12040585,https://www.mdpi.com/1996-1944/12/4/585/pdf,GOLD,Materials,2019
10.1109/TGRS.2019.2906380,,CLOSED,IEEE Transactions on Geoscience and Remote Sensing,2019
10.1371/journal.pone.0204579,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0204579&type=printable,GOLD,PLoS ONE,2018
10.1136/ejhpharm-2015-000697,https://ejhp.bmj.com/content/ejhpharm/23/1/22.full.pdf,HYBRID,European Journal of Hospital Pharmacy: Science and Practice,2015
10.1016/j.foodchem.2013.10.001,,CLOSED,Food Chemistry,2014
10.1002/jcb.25354,,CLOSED,Journal of Cellular Biochemistry,2016
10.1007/S12195-011-0179-6,https://europepmc.org/articles/pmc3748935?pdf=render,GREEN,Cellular and Molecular Bioengineering,2011
10.3892/etm.2017.4071,https://www.spandidos-publications.com/etm/13/3/851/download,GOLD,Experimental and Therapeutic Medicine,2017
10.1126/science.aaa3600,,CLOSED,Science,2015
10.1021/acsami.6b02360,http://rcin.org.pl/Content/112507/PDF/WA333_140821_2016_Garstecki_Piotr.pdf,GREEN,ACS Applied Materials and Interfaces,2016
10.1098/rstb.2009.0296,https://europepmc.org/articles/pmc2871899?pdf=render,GREEN,Philosophical Transactions of the Royal Society B: Biological Sciences,2010
10.1111/nep.13525,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/nep.13525,BRONZE,Nephrology,2019
10.3389/fphar.2020.584098,https://www.frontiersin.org/articles/10.3389/fphar.2020.584098/pdf,GOLD,Frontiers in Pharmacology,2020
10.1097/OPX.0b013e31826c5dde,,CLOSED,Optometry and Vision Science,2012
10.1080/07399332.2010.499183,https://europepmc.org/articles/pmc3032635?pdf=render,GREEN,Health Care for Women International,2010
10.3341/kjo.2008.22.2.130,,CLOSED,Korean Journal of Ophthalmology,2008
10.4269/ajtmh.2010.09-0419,https://www.ajtmh.org/downloadpdf/journals/tpmd/82/2/article-p215.pdf,BRONZE,American Journal of Tropical Medicine and Hygiene,2010
10.5688/ajpe779199,https://www.ajpe.org/content/ajpe/77/9/199.full.pdf,BRONZE,American Journal of Pharmaceutical Education,2013
10.1038/sj.sc.3102107,https://www.nature.com/articles/3102107.pdf,BRONZE,Spinal Cord,2008
10.1887/0750308745/b1139c6,,CLOSED,Texas medicine,2015
10.1002/rcm.8156,,CLOSED,Rapid Communications in Mass Spectrometry,2018
10.1111/ene.12684,,CLOSED,European Journal of Neurology,2015
10.31887/DCNS.2016.18.2/dvelligan,,CLOSED,Dialogues in Clinical Neuroscience,2016
10.1097/01.FCH.0000304014.90384.05,https://pdfs.journals.lww.com/familyandcommunityhealth/2008/01001/The_Challenges_of_Studying_Childhood_Sexual_Abuse.5.pdf?token=method|ExpireAbsolute;source|Journals;ttl|1543279087163;payload|mY8D3u1TCCsNvP5E421JYK6N6XICDamxByyYpaNzk7FKjTaa1Yz22MivkHZqjGP4kdS2v0J76WGAnHACH69s21Csk0OpQi3YbjEMdSoz2UhVybFqQxA7lKwSUlA502zQZr96TQRwhVlocEp/sJ586aVbcBFlltKNKo+tbuMfL73hiPqJliudqs17cHeLcLbV/CqjlP3IO0jGHlHQtJWcICDdAyGJMnpi6RlbEJaRheGeh5z5uvqz3FLHgPKVXJzdBs/yRHWnSCr7QUZsg0cPLSv8Qs70wScT7ZoAUZ7HOS33hbuoQziAbkuxOCxeU+PB;hash|ftYBNfh9JjlgMkeSKDF4LA==,BRONZE,Family & Community Health,2008
10.1177/2158244015587558,,CLOSED,,2015
10.1145/3155077.3155096,,CLOSED,ICCBB 2017,2017
10.1016/j.dsp.2013.10.021,,CLOSED,Digit. Signal Process.,2014
10.1109/ACCESS.2017.2749758,,CLOSED,IEEE Access,2017
10.3233/FI-2011-608,,CLOSED,Fundamenta Informaticae,2011
